count,mean,std,min,25%,50%,75%,max,sum,median,max_ratio,pct_neg,pct_pos,symbol,lookahead,direction,post_2009
135.0,0.006111463875043197,0.03164075469480413,-0.1364991400074712,-0.008159165714102329,0.011155401654608486,0.024680978204243968,0.07594065776122419,0.8250476231308316,0.011155401654608486,0.5563453202493995,0.3333333333333333,0.6666666666666667,SPY,21 days 00:00:00.000000000,too_high,True
276.0,0.007618879453953935,0.055371824976560666,-0.3006424754422106,-0.020331818736133694,0.016686150130148913,0.03884010562736527,0.1279923501308828,2.102810729291286,0.016686150130148913,0.4257294314205627,0.3442028985507246,0.6557971014492754,SPY,30 days 00:00:00.000000000,too_low,False
216.0,0.004543551982147263,0.0555266119928043,-0.2863940583315226,-0.009682273151865366,0.012836655116629327,0.03155448021453042,0.18024290181318428,0.9814072281438087,0.012836655116629327,0.6293527975518948,0.33796296296296297,0.662037037037037,SPY,30 days 00:00:00.000000000,too_high,False
177.0,0.015006168663209841,0.041025136552587986,-0.10296197796989497,-0.011219233532072053,0.019904283350151313,0.03976565786822628,0.1279923501308828,2.656091853388142,0.019904283350151313,1.2431030624557977,0.2937853107344633,0.7062146892655368,SPY,30 days 00:00:00.000000000,too_low,True
135.0,0.008883311390183952,0.03744965550625282,-0.17729283035850277,-0.006203955090446791,0.013191630956131717,0.03145459878500406,0.08184382810222819,1.1992470376748336,0.013191630956131717,0.461630783020003,0.32592592592592595,0.674074074074074,SPY,30 days 00:00:00.000000000,too_high,True
276.0,0.009433674147095774,0.06616635738899432,-0.3522485416478082,-0.0124949485211923,0.020156403447777096,0.04859011220028082,0.15614894875154994,2.6036940645984337,0.020156403447777096,0.44329196657873954,0.3188405797101449,0.6811594202898551,SPY,42 days 00:00:00.000000000,too_low,False
216.0,0.008674038902496743,0.05540018541368884,-0.2482923018727743,-0.01692458498855167,0.01741739295092587,0.04055097540162944,0.17981142410045106,1.8735924029392965,0.01741739295092587,0.7241925051409245,0.3425925925925926,0.6574074074074074,SPY,42 days 00:00:00.000000000,too_high,False
177.0,0.021859299136221838,0.044204149909682085,-0.11866200417359503,0.0032475377069555895,0.02413472345673971,0.051171310960478805,0.11279178776604318,3.869095947111265,0.02413472345673971,0.9505299404941442,0.22598870056497175,0.7740112994350282,SPY,42 days 00:00:00.000000000,too_low,True
135.0,0.012216081631745411,0.041110560061396406,-0.16727569111777504,-0.009843130517991096,0.01948239626260288,0.04033444493285189,0.09474568306751892,1.6491710202856305,0.01948239626260288,0.5664043737282223,0.31851851851851853,0.6814814814814815,SPY,42 days 00:00:00.000000000,too_high,True
276.0,0.014338628352025864,0.07647157187794598,-0.3524606836738259,-0.0161438568683323,0.024260021714589398,0.06189487452623149,0.18009948638570825,3.9574614251591385,0.024260021714589398,0.5109775209775621,0.32971014492753625,0.6702898550724637,SPY,63 days 00:00:00.000000000,too_low,False
216.0,0.012348324884740759,0.07411903116301578,-0.4452408572949518,-0.009551492449482201,0.023953607969941275,0.050844982457332794,0.25753245060249574,2.667238175104004,0.023953607969941275,0.5784115414904347,0.30092592592592593,0.6990740740740741,SPY,63 days 00:00:00.000000000,too_high,False
177.0,0.029951442775941202,0.05206583502879971,-0.1284924646022646,0.006322008252283791,0.03795979650055372,0.06572848929079597,0.13495125950070164,5.301405371341593,0.03795979650055372,1.0502659429751744,0.23163841807909605,0.768361581920904,SPY,63 days 00:00:00.000000000,too_low,True
135.0,0.01861805249867742,0.04909089176654159,-0.17018146565587108,0.004170765418264381,0.025654974494940898,0.04699941930281104,0.10603333602195635,2.5134370873214515,0.025654974494940898,0.623060423256487,0.2222222222222222,0.7777777777777778,SPY,63 days 00:00:00.000000000,too_high,True
276.0,0.02614975154118635,0.09683708746581926,-0.3816860354043273,-0.015089861507663074,0.043013364689266406,0.0826430011329845,0.22969407589864604,7.217331425367433,0.043013364689266406,0.6017880000648353,0.27898550724637683,0.7210144927536232,SPY,120 days 00:00:00.000000000,too_low,False
216.0,0.024277099442330367,0.09429868084598926,-0.37948752325890395,-0.01403576255021267,0.0361023247778629,0.0808262250743026,0.2375524273051795,5.243853479543359,0.0361023247778629,0.6259821805606774,0.2824074074074074,0.7175925925925926,SPY,120 days 00:00:00.000000000,too_high,False
177.0,0.046756350741913366,0.067126900899445,-0.1527484487735199,0.018658795052000493,0.05152940523648254,0.09006344026623793,0.188200393445114,8.275874081318666,0.05152940523648254,1.2320936477997149,0.1638418079096045,0.8361581920903955,SPY,120 days 00:00:00.000000000,too_low,True
135.0,0.041928410753712224,0.05925295386662726,-0.14827912507672988,0.01680175823247309,0.05156869981039985,0.07944819149206689,0.17558739501366188,5.66033545175115,0.05156869981039985,1.1841680002009778,0.17777777777777778,0.8222222222222222,SPY,120 days 00:00:00.000000000,too_high,True
