Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2009-11-27T15:00:00Z,GLD,114.48,42,4,Filled,4808.16, 
2010-01-29T15:05:00Z,GLD,105.7,-42,0,Filled,-4439.4,Liquidated 
2010-05-10T14:00:00Z,TLT,74.990095695,65,4,Filled,4874.356220175, 
2010-07-12T14:05:00Z,TLT,79.70876736,-65,0,Filled,-5181.0698784,Liquidated 
2010-09-03T14:00:00Z,TLT,84.966599643,58,4,Filled,4928.062779294, 
2010-09-13T14:05:00Z,TLT,82.524891289,-58,0,Filled,-4786.443694762,Liquidated 
2011-08-08T14:00:00Z,EEM,34.943472,135,4,Filled,4717.36872, 
2011-08-08T14:00:00Z,EFA,42.653193936,112,4,Filled,4777.157720832, 
2011-08-08T14:00:00Z,LQD,89.086599936,54,4,Filled,4810.676396544, 
2011-08-29T14:00:00Z,GLD,177.7,27,4,Filled,4797.9, 
2011-09-02T14:00:00Z,DIA,94.09689826,50,4,Filled,4704.844913, 
2011-09-02T14:00:00Z,SPY,100.033208514,47,4,Filled,4701.560800158, 
2011-10-10T14:05:00Z,EEM,32.811920208,-135,0,Filled,-4429.60922808,Liquidated 
2011-10-10T14:05:00Z,EFA,41.695808004,-112,0,Filled,-4669.930496448,Liquidated 
2011-10-10T14:05:00Z,LQD,89.098480274,-54,0,Filled,-4811.317934796,Liquidated 
2011-10-31T14:05:00Z,GLD,167.27,-27,0,Filled,-4516.29,Liquidated 
2011-11-04T14:05:00Z,DIA,102.741769344,-50,0,Filled,-5137.0884672,Liquidated 
2011-11-04T14:05:00Z,SPY,109.780420641,-47,0,Filled,-5159.679770127,Liquidated 
2011-12-12T15:00:00Z,GLD,161.87,30,4,Filled,4856.1, 
2012-01-06T15:05:00Z,GLD,157.29,-30,0,Filled,-4718.7,Liquidated 
2013-04-15T14:00:00Z,GLD,134.87,35,4,Filled,4720.45, 
2013-06-17T14:05:00Z,GLD,133.88,-35,0,Filled,-4685.8,Liquidated 
2013-06-24T14:00:00Z,AGG,95.552502318,51,4,Filled,4873.177618218, 
2013-06-24T14:00:00Z,EEM,33.48097158,149,4,Filled,4988.66476542, 
2013-06-24T14:00:00Z,EFA,49.710205985,99,4,Filled,4921.310392515, 
2013-06-24T14:00:00Z,LQD,96.22020226,50,4,Filled,4811.010113, 
2013-06-24T14:00:00Z,SPY,144.704347872,34,4,Filled,4919.947827648, 
2013-07-05T14:00:00Z,GLD,119.1,41,4,Filled,4883.1, 
2013-07-05T14:00:00Z,TLT,95.042045289,51,4,Filled,4847.144309739, 
2013-08-19T14:05:00Z,GLD,131.85,-41,0,Filled,-5405.85,Liquidated 
2013-08-26T14:05:00Z,AGG,95.513418,-51,0,Filled,-4871.184318,Liquidated 
2013-08-26T14:05:00Z,EEM,35.178770065,-149,0,Filled,-5241.636739685,Liquidated 
2013-08-26T14:05:00Z,EFA,54.10200172,-99,0,Filled,-5356.09817028,Liquidated 
2013-08-26T14:05:00Z,LQD,96.92547866,-50,0,Filled,-4846.273933,Liquidated 
2013-08-26T14:05:00Z,SPY,152.410712688,-34,0,Filled,-5181.964231392,Liquidated 
2013-09-06T14:05:00Z,TLT,92.463960767,-51,0,Filled,-4715.661999117,Liquidated 
2013-11-08T15:00:00Z,AGG,96.775213346,50,4,Filled,4838.7606673, 
2013-11-08T15:00:00Z,LQD,98.686435446,49,4,Filled,4835.635336854, 
2013-11-08T15:00:00Z,TLT,92.85971744,52,4,Filled,4828.70530688, 
2013-11-11T15:05:00Z,TLT,92.88214299,-52,0,Filled,-4829.87143548,Liquidated 
2013-12-23T15:00:00Z,EEM,37.631088395,131,4,Filled,4929.672579745, 
2014-01-10T15:05:00Z,AGG,97.255789884,-50,0,Filled,-4862.7894942,Liquidated 
2014-01-10T15:05:00Z,LQD,101.010567184,-49,0,Filled,-4949.517792016,Liquidated 
2014-01-31T15:00:00Z,DIA,142.779831081,34,4,Filled,4854.514256754, 
2014-01-31T15:00:00Z,EFA,56.498950192,87,4,Filled,4915.408666704, 
2014-02-24T15:05:00Z,EEM,36.234963075,-131,0,Filled,-4746.780162825,Liquidated 
2014-04-07T14:05:00Z,DIA,149.608208088,-34,0,Filled,-5086.679074992,Liquidated 
2014-04-07T14:05:00Z,EFA,59.852241159,-87,0,Filled,-5207.144980833,Liquidated 
2014-07-14T14:00:00Z,GLD,125.89,39,4,Filled,4909.71, 
2014-09-15T14:05:00Z,GLD,118.66,-39,0,Filled,-4627.74,Liquidated 
2014-10-31T14:00:00Z,GLD,112.39,43,4,Filled,4832.77, 
2014-11-17T15:05:00Z,GLD,113.65,-43,0,Filled,-4886.95,Liquidated 
2015-01-05T15:00:00Z,EFA,54.39317553,90,4,Filled,4895.3857977, 
2015-02-06T15:00:00Z,GLD,118.83,41,4,Filled,4872.03, 
2015-03-13T14:05:00Z,EFA,57.743279742,-90,0,Filled,-5196.89517678,Liquidated 
2015-04-13T14:05:00Z,GLD,115.09,-41,0,Filled,-4718.69,Liquidated 
2015-04-17T14:00:00Z,EEM,40.065951655,123,4,Filled,4928.112053565, 
2015-06-05T14:00:00Z,EFA,60.28346865,81,4,Filled,4882.96096065, 
2015-06-05T14:00:00Z,LQD,106.870433352,46,4,Filled,4916.039934192, 
2015-06-19T14:05:00Z,EEM,37.85833181,-123,0,Filled,-4656.57481263,Liquidated 
2015-07-06T14:00:00Z,EEM,35.914470662,134,4,Filled,4812.539068708, 
2015-07-20T14:00:00Z,GLD,105.83,46,4,Filled,4868.18, 
2015-08-07T14:05:00Z,EFA,60.26138607,-81,0,Filled,-4881.17227167,Liquidated 
2015-08-07T14:05:00Z,LQD,107.110581938,-46,0,Filled,-4927.086769148,Liquidated 
2015-08-21T14:05:00Z,EEM,31.626316943,-134,0,Filled,-4237.926470362,Liquidated 
2015-08-24T14:00:00Z,DIA,154.45871418,32,4,Filled,4942.67885376, 
2015-08-24T14:00:00Z,EEM,31.484325098,168,4,Filled,5289.366616464, 
2015-08-24T14:00:00Z,EFA,56.51728007,91,4,Filled,5143.07248637, 
2015-08-24T14:00:00Z,QQQ,99.486434781,51,4,Filled,5073.808173831, 
2015-08-24T14:00:00Z,SPY,185.569423006,27,4,Filled,5010.374421162, 
2015-08-28T14:05:00Z,EEM,32.099623093,-168,0,Filled,-5392.736679624,Liquidated 
2015-09-21T14:05:00Z,GLD,108.57,-46,0,Filled,-4994.22,Liquidated 
2015-10-09T14:05:00Z,EFA,57.144417825,-91,0,Filled,-5200.142022075,Liquidated 
2015-10-26T14:05:00Z,DIA,166.876079364,-32,0,Filled,-5340.034539648,Liquidated 
2015-10-26T14:05:00Z,QQQ,109.841107684,-51,0,Filled,-5601.896491884,Liquidated 
2015-10-26T14:05:00Z,SPY,197.326596528,-27,0,Filled,-5327.818106256,Liquidated 
2016-01-04T15:00:00Z,DIA,163.666428399,30,4,Filled,4909.99285197, 
2016-01-04T15:00:00Z,EEM,30.24350881,165,4,Filled,4990.17895365, 
2016-01-04T15:00:00Z,QQQ,107.844360876,46,4,Filled,4960.840600296, 
2016-01-15T15:00:00Z,EFA,51.170516943,97,4,Filled,4963.540143471, 
2016-01-15T15:00:00Z,SPY,182.405518752,27,4,Filled,4924.949006304, 
2016-03-07T15:05:00Z,DIA,162.652736967,-30,0,Filled,-4879.58210901,Liquidated 
2016-03-07T15:05:00Z,EEM,31.339775902,-165,0,Filled,-5171.06302383,Liquidated 
2016-03-07T15:05:00Z,QQQ,102.836321217,-46,0,Filled,-4730.470775982,Liquidated 
2016-03-21T14:05:00Z,EFA,54.20165478,-97,0,Filled,-5257.56051366,Liquidated 
2016-03-21T14:05:00Z,SPY,197.254511021,-27,0,Filled,-5325.871797567,Liquidated 
2016-06-24T14:00:00Z,DIA,166.616574915,29,4,Filled,4831.880672535, 
2016-06-24T14:00:00Z,EEM,31.50251325,155,4,Filled,4882.88955375, 
2016-06-24T14:00:00Z,EFA,50.993430488,94,4,Filled,4793.382465872, 
2016-06-24T14:00:00Z,QQQ,102.10487588,47,4,Filled,4798.92916636, 
2016-06-24T14:00:00Z,SPY,195.584775013,25,4,Filled,4889.619375325, 
2016-08-26T14:05:00Z,DIA,179.486771352,-29,0,Filled,-5205.116369208,Liquidated 
2016-08-26T14:05:00Z,EEM,36.009795915,-155,0,Filled,-5581.518366825,Liquidated 
2016-08-26T14:05:00Z,EFA,56.8628312,-94,0,Filled,-5345.1061328,Liquidated 
2016-08-26T14:05:00Z,QQQ,115.380480881,-47,0,Filled,-5422.882601407,Liquidated 
2016-08-26T14:05:00Z,SPY,211.9570805755,-25,0,Filled,-5298.9270143875,Liquidated 
2017-06-12T14:00:00Z,QQQ,139.042492376,37,4,Filled,5144.572217912, 
2017-08-14T14:05:00Z,QQQ,143.066098464,-37,0,Filled,-5293.445643168,Liquidated 
